english,transliteration,arabic,audioUrl,source
to cut,"ʔaʂʂ, yʔuʂʂ",قصّ، يْقُصّ,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-51.mp3,verbs_2
to decline,"ráfaɖ, yírfuɖ",رفض، يِرْفُض,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-52.mp3,verbs_2
"to decrease, reduce","ʔall, yʔill",قلّ، يْقِلّ,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-53.mp3,verbs_2
to demand,"ʈálab, yúʈlub",طلب، يُِطْلُب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-54.mp3,verbs_2
to deny,"ánkar, yínkur",أنْكر، يِنْكُر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-55.mp3,verbs_2
"to descend, go down","nízil, yínzal",نِزِل، يِنْزل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-56.mp3,verbs_2
to describe,"wáʂaf, yūʂuf",وَصف، يوصُف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-57.mp3,verbs_2
to design,"ʂámmam, yʂámmim",صمّم، يْصمِّم,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-58.mp3,verbs_2
to differ,"xtálaf, yíxtilif",خْتلف، يِخْتِلِف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-59.mp3,verbs_2
to disappear,"xtáfa, yíxtifi",خْتفى، يِخْتِفي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-60.mp3,verbs_2
"to do, make","3ímil, yá3mil",عِمِل، يَعْمِل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-61.mp3,verbs_2
to drop,"wáʔʔa3, ywáʔʔi3",وَقّع، يْوَقِّع,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-62.mp3,verbs_2
He dropped his book.,wáʔʔa3 ktēbu.,وَقّع كْتابو.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-63.mp3,verbs_2
"to edit, correct","ʂállaɧ, yʂálliɧ",صلّح، يِصلِّح,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-64.mp3,verbs_2
to express,"3ábbar 3an, y3ábbir 3an",عبّر عن، يْعبِّر عن,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-65.mp3,verbs_2
to fall,"wáʔa3, yūʔa3",وَقع، يوقع,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-66.mp3,verbs_2
to find,"lēʔa, ylēʔi",لاقى، يْلاقي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-67.mp3,verbs_2
"to finish, come to an end","xúliʂ, yíxlaʂ",خُلِص، يِخْلص,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-67b.mp3,verbs_2
"to finish, end, complete, accomplish","xállaʂ, yxálliʂ",خلّص، يِخلِّص,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-68.mp3,verbs_2
to float,"ʈáfa, yúʈfu",طفا، يُطْفو,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-69.mp3,verbs_2
The ball is floating in the water.,ʈʈābi 3am tíʈfu 3a sáʈiɧ ilmāy.,الطّابِة عم تُطْفي ع سطِح الماي.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-70.mp3,verbs_2
"to get, take, receive, obtain; pick up, grab","áxad, yēxud",أخد، ياخُد,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-71.mp3,verbs_2
He picked the book up from the table.,áxad liktēb 3an iʈʈāwli.,أخد الِكْتاب عن الطّاوْلِة.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-72.mp3,verbs_2
to give,"3áʈa, yá3ʈi",عطى، يَعْطي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-73.mp3,verbs_2
to go,"rāɧ, yrūɧ",راح، يروح,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-74.mp3,verbs_2
to have,"kēn 3índu, 3índu",كان عِنْدو، عِنْدو,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-75.mp3,verbs_2
to help,"sē3ad, ysē3id",ساعد، يْساعِد,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-76.mp3,verbs_2
to hit,"ɖárab, yíɖrub",ضرب، يِضْرُب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-77.mp3,verbs_2
to imagine,"txáyyal, yitxáyyal",تْخيَّل، يِتْخيَّل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-78.mp3,verbs_2
to intend to,"náwa, yínwi",نَوى، يِنْوي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-79.mp3,verbs_2
I intend to succeed at my job.,ána nēwi ínjaɧ b-šíɣli.,أنا ناوي إنْجح بْشِغْلي.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-80.mp3,verbs_2
to jump,"naʈʈ, ynuʈʈ",نطّ، يْنُطّ,,verbs_2
to leave; quit,"tárak, yítruk",ترك، يِتْرُك,,verbs_2
to lie,"kázzab, ykázzib",كزّب، يْكزِّب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-83.mp3,verbs_2
to look,"šēf, yšūf",شاف، يْشوف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-84.mp3,verbs_2
to look,"ʈʈálla3, yiʈʈálla3",تْطلّع، يِتْطلّع,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-85.mp3,verbs_2
to lose,"xúsir, yíxsar",خُسِر، يِخْسر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-86.mp3,verbs_2
to mean,"ʔáʂad, yíʔʂud",قصد، يِقْصُد,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-87.mp3,verbs_2
to move,"tɧárrak, yitɧárrak",تْحرّك، يِتْحرّك,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-88.mp3,verbs_2
to move (something),"ɧárrak, yɧárrik",حرّك، يْحرِّك,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-89.mp3,verbs_2
I can’t move my leg!,mánni ʔādir ɧárrik íjri.,منّي قادِر حرِّك إجْري.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-90.mp3,verbs_2
to offer,"3áraɖ, yú3ruɖ",عرض، يُعْرُض,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-91.mp3,verbs_2
to open,"fátaɧ, yíftaɧ",فتح، يِفْتح,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-92.mp3,verbs_2
"to order, command","ámir, yíʔmur",أمر، يِأْمُر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-93.mp3,verbs_2
"to order, request","ʈálab, yúʈlub",طلب، يُطْلُب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-94.mp3,verbs_2
"to pass, go past","máraʔ, yímruʔ",مرق، يِمْرُق,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-95.mp3,verbs_2
to pay,"dáfa3, yídfa3",دفع، يِدْفع,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-96.mp3,verbs_2
to play,"lí3ib, yíl3ab",لِعِب، يِلْعب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-97.mp3,verbs_2
to prepare,"ɧáɖɖar, yɧáɖɖir",حضّر، يْحضِّر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-98.mp3,verbs_2
to prohibit,"mána3, yímna3",منع، يِمْنع,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-99.mp3,verbs_2
to punish,"jēza, yjēzi",جازى، يْجازي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-100.mp3,verbs_2
"to return, go back","ríji3, yírja3",رِجِع، يِرْجع,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-103.mp3,verbs_2
"to say, tell","ʔāl, yʔūl",قال، يْقول,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-104.mp3,verbs_2
to show,"fárja, yfárji",فرْجى، يْفرْجي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-105.mp3,verbs_2
to sink,"ɣíriʔ, yíɣraʔ",غِرِق، يِغْرق,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-106.mp3,verbs_2
The Titanic sank over a hundred years ago.,ttāytēnik ɣírʔit min áktar min mīt síni.,التّايْتانيك غِرْقِت مِن أكْتر مِن مية سِنِة.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-107.mp3,verbs_2
to sit,"ʔá3ad, yíʔ3ud",قعد، يِقْعُد,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-108.mp3,verbs_2
to stay,"bíʔi, yíbʔa",بِقِى، يِبْقى,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-109.mp3,verbs_2
"to stop, make stop","wáʔʔaf, ywáʔʔif",وَقّف، يْوَقِّف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-110.mp3,verbs_2
to succeed,"níjiɧ, yínjaɧ",نِجِح، يِنْجح,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-111.mp3,verbs_2
"to suggest, propose","qtáraɧ, yiqtúriɧ",اقْترح، يِقْتِرِح,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-112.mp3,verbs_2
to talk,"ɧíki, yíɧki",حِكي، يِحْكي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-113.mp3,verbs_2
to tear,"xázzaʔ, yxázziʔ",خزّق، يْخزِّق,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-114.mp3,verbs_2
to thank,"šákar, yíškur",شكر، يِشْكُر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-115.mp3,verbs_2
to tie,"rábaʈ, yúrbuʈ",ربط، يُرْبُط,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-116.mp3,verbs_2
to touch,"lámas, yílmus",لمس، يِلْمُس,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-117.mp3,verbs_2
"to try, attempt","ɧāwal, yɧāwil",حاوَل، يْحاوِل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-118.mp3,verbs_2
"to try, try out","járrab, yjárrib",جرّب، يْجرِّب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-119.mp3,verbs_2
to use,"stá3mal, yistá3mil",سْتعمل، يِسْتعْمِل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-120.mp3,verbs_2
to use,"stáxdam, yistáxdim",سْتخْدم، يِسْتخْدِم,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-121.mp3,verbs_2
to wait,"náʈar, yúnʈur",نطر، يُنْطُر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-122.mp3,verbs_2
to wait,"ntáʐar, yuntúʐir",نْتظر، يُنْتُظِر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-123.mp3,verbs_2
to wait,"stánna, yistánna",سْتنّى، يِسْتنّى,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-124.mp3,verbs_2
"to walk, go, leave","míši, yímši",مِشي، يِمْشي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-125.mp3,verbs_2
to wash,"ɣással, yɣássil",غسّل، يْغسِّل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-126.mp3,verbs_2
"to watch, view","tfárraj 3ála, yitfárraj 3ála",تْفرّج على، يِتْفرّج على,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-127.mp3,verbs_2
"to welcome, greet","stáʔbal, yistáʔbil",سْتقْبل، يِسْتقْبِل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-128.mp3,verbs_2
He set down the book on the table.,ɧaʈʈ liktēb 3a-ʈʈāwli.,حطّ الِكْتاب عالطّاوْلِة.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-102.mp3,verbs_2
"to put, set (down)","ɧaʈʈ, yɧuʈʈ",حطّ، يْحُطّ,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-101.mp3,verbs_2
weather,jaww,جَوّ,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-1.mp3,weather_2
weather,ʈáʔis,طقِس,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-2.mp3,weather_2
What’s the weather like today?,kīf ijjaww ilyōm?,كيف الجوّ اليوْم؟,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-3.mp3,weather_2
The weather is __.,ʈʈáʔis __.,الطّقِس __.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-4.mp3,weather_2
"good, nice, fair",ɧílu,حِلو,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-5.mp3,weather_2
"bad, miserable",bíši3,بِشِع,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-6.mp3,weather_2
What a nice day!,šū ha-nnhār ilɧílu!,شو هالنّْهار الحِلو!,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-7.mp3,weather_2
temperature,dárajit ɧarāra,درجِة حرارة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-8.mp3,weather_2
What’s the temperature?,ʔidē dárajit ilɧarāra?,قدّيْ درجِة الحرارة؟,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-9.mp3,weather_2
(It’s) 25 degrees.,xámsi u 3išrīn dáraji.,خمْسِة وعِشْرين درجِة.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-10.mp3,weather_2
It’s in the low twenties.,dárajit ilɧarāra b-áwwal il3išrīn.,درجِة الحرارة بْأوّل العِشْرين.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-11.mp3,weather_2
in the mid-twenties,b-nuʂʂ il3išrīn,بْنُصّ العِشْرين,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-12.mp3,weather_2
in the high twenties,b-ēxir il3išrīn,بْآخِر العِشْرين,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-13.mp3,weather_2
It’s around 30 degrees.,taʔrīban tlētīn dáraji.,تقْريباً تْلاتين درجِة.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-14.mp3,weather_2
It’s over 30 degrees.,áktar min tlētīn dáraji.,أكْتر مِن تْلاتين درجِة.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-15.mp3,weather_2
It’s below zero. It’s below freezing.,dárajit ilɧarāra taɧt iʂʂífir.,درجِة الحرارة تحْت الصِّفِر.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-16.mp3,weather_2
"the maximum temperature, the high",áqʂa dárajit ilɧarāra,أقْصى درجِة الحرارة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-17.mp3,weather_2
"the minimum temperature, the low",aʔáll dárajit ilɧarāra,أقلّ درجِة الحرارة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-18.mp3,weather_2
It’s __. / The weather is __.,jjaww __.,الجَّوّ __.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-19.mp3,weather_2
It’s __. / The weather is __.,ddínyi __.,الدِّنْيِا __.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-20.mp3,weather_2
heat,šōb,شوْب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-21.mp3,weather_2
It’s very hot.,ktīr šōb.,كْتير شوْب.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-22.mp3,weather_2
warmth,dáfa,دفا,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-23.mp3,weather_2
"coolness, coldness",bárid,برِد,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-24.mp3,weather_2
It’s really cold.,ktīr bárid.,كْتير برِد.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-25.mp3,weather_2
It’s freezing outside.,jjaww tálij bárra.,الجَّوّ تلِج برّا.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-26.mp3,weather_2
heat wave,máwjit šōb,موجِة شوْب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-27.mp3,weather_2
How hot does it get where you’re from?,ʔaddē fī šōb b-báladkun?,قدّيْ في شوْب بْبلدْكُن؟,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-28.mp3,weather_2
"Where I’m from, it doesn’t usually get over 30 degrees in the summer.","máʈraɧ ma b3īš, lɧarāra mā btúʈla3 fōʔ ittlētīn.",مطْرح ما بْعيش، الحرارة ما بْتِطْلع فوْق التّْلاتين.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-29.mp3,weather_2
It’s hotter than it was yesterday.,ʈʈáʔis ášwab min mbēriɧ.,الطقِس أشْوب مِن مْبارِح.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-30.mp3,weather_2
I don’t like hot weather.,mā bɧibb iššōb.,ما بْحِبّ الشّوب.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-31.mp3,weather_2
sky,sáma (samawēt),سما (سمَوات),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-32.mp3,weather_2
The sky is clear.,ssáma ʂāfyi.,السّما صافْيِة.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-34.mp3,weather_2
It’s sunny.,jjaww míšmis.,الجَوّ مِشْمِس.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-35.mp3,weather_2
sun,šámis (šmūs),شمِس (شْموس),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-36.mp3,weather_2
The sun has come out.,ʈíl3it iššámis.,طِلْعِت الشمِس.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-37.mp3,weather_2
The sun is shining.,ššámis míšrʔa.,الشمِس مِشْرْقة.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-38.mp3,weather_2
darkness,3átmi,عتْمِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-39.mp3,weather_2
It’s dark.,3átamit iddínyi.,عتمِت الدِّنْيِا,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-40.mp3,weather_2
cloud,ɣēmi,غيْمِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-41.mp3,weather_2
It’s cloudy. It’s overcast.,jjaww mɣáyyam.,الجَّوّ مْغيّم.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-42.mp3,weather_2
rain,šíta,شِتا,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-43.mp3,weather_2
It is raining. It’s rainy.,3am tšáti.,عم تْشتي.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-44.mp3,weather_2
